lastnames,country,ISO numeric
Weber,Switzerland,756
Brunner,Switzerland,756
Zürcher,Switzerland,756
Meier,Switzerland,756
Häni,Switzerland,756
Bär,Switzerland,756
Schneider,Switzerland,756
Wagner,Switzerland,756
Risi,Switzerland,756
Burkhard,Switzerland,756
Studer,Switzerland,756
Kuhn,Switzerland,756
Gerber,Switzerland,756
Rüegg,Switzerland,756
Hohl,Switzerland,756
Schwab,Switzerland,756
Imhof,Switzerland,756
Kaufmann,Switzerland,756
Rösti,Switzerland,756
Baumann,Switzerland,756
Lehmann,Switzerland,756
Zimmermann,Switzerland,756
Huber,Switzerland,756
Steiner,Switzerland,756
Schulz,Switzerland,756
Rieder,Switzerland,756
König,Switzerland,756
Graber,Switzerland,756
Schmidlin,Switzerland,756
Wyss,Switzerland,756
Böni,Switzerland,756
Ryf,Switzerland,756
Cebanu,Moldova,498
Grosu,Moldova,498
Cerbu,Moldova,498
Bivol,Moldova,498
Munteanu,Moldova,498
Gheorghiu,Moldova,498
Cimbru,Moldova,498
Baciu,Moldova,498
Moldovanu,Moldova,498
Gavriliuc,Moldova,498
Cucos,Moldova,498
Buzatu,Moldova,498
Mihalachi,Moldova,498
Ghica,Moldova,498
Cernea,Moldova,498
Bacal,Moldova,498
Muntean,Moldova,498
Gheorghita,Moldova,498
Cimpoi,Moldova,498
Moldovan,Moldova,498
Cuculea,Moldova,498
Buznea,Moldova,498
Mihalache,Moldova,498
Cernei,Moldova,498
Bacalbasa,Moldova,498
Cimpoeru,Moldova,498
Cuculeanu,Moldova,498
Dewaele,Belgium,56
Janssens,Belgium,56
Peeters,Belgium,56
Debruyne,Belgium,56
Vandenberghe,Belgium,56
Dujardin,Belgium,56
De Clercq,Belgium,56
Wouters,Belgium,56
De Cock,Belgium,56
Vandenbroeck,Belgium,56
Demeester,Belgium,56
De Smet,Belgium,56
Vandamme,Belgium,56
De Bruyn,Belgium,56
Dierckx,Belgium,56
De Vos,Belgium,56
Vandenbosch,Belgium,56
Dewulf,Belgium,56
De Winter,Belgium,56
Vandenberg,Belgium,56
De Keyser,Belgium,56
De Meester,Belgium,56
Vandecasteele,Belgium,56
De Backer,Belgium,56
Dewit,Belgium,56
De Graeve,Belgium,56
Vandenhoeck,Belgium,56
De Ridder,Belgium,56
Deweerdt,Belgium,56
De Belder,Belgium,56
Vandenhoven,Belgium,56
De Cockx,Belgium,56
Dewachter,Belgium,56
De Sutter,Belgium,56
Vandendriessche,Belgium,56
De Coster,Belgium,56
De Schutter,Belgium,56
Kastrati,Albania,8
Hoxha,Albania,8
Kurti,Albania,8
Rama,Albania,8
Leka,Albania,8
Kodra,Albania,8
Kelmendi,Albania,8
Shala,Albania,8
Gjoni,Albania,8
Kuka,Albania,8
Hajdari,Albania,8
Krasniqi,Albania,8
Rexhepi,Albania,8
Kolaj,Albania,8
Hoxhaj,Albania,8
Kurtaj,Albania,8
Lekaj,Albania,8
Kodraj,Albania,8
Shalaj,Albania,8
Gjonaj,Albania,8
Kukaj,Albania,8
Hajdaraj,Albania,8
Rexhepaj,Albania,8
Ilievski,Macedonia,807
Stojkovski,Macedonia,807
Jovanovski,Macedonia,807
Risteski,Macedonia,807
Kostovski,Macedonia,807
Mitkovski,Macedonia,807
Vasilevski,Macedonia,807
Trajkovski,Macedonia,807
Jankovski,Macedonia,807
Kuzmanovski,Macedonia,807
Stevkovski,Macedonia,807
Rajkovski,Macedonia,807
Gjorgievski,Macedonia,807
Krstanovski,Macedonia,807
Vasiljevski,Macedonia,807
Mitreski,Macedonia,807
Kocevski,Macedonia,807
Jakovski,Macedonia,807
Stojanovski,Macedonia,807
Ristovski,Macedonia,807
Kovač,Slovenia,705
Novak,Slovenia,705
Kranjc,Slovenia,705
Kovačič,Slovenia,705
Jakovčič,Slovenia,705
Petrovič,Slovenia,705
Koren,Slovenia,705
Žagar,Slovenia,705
Koželj,Slovenia,705
Kastelic,Slovenia,705
Vidmar,Slovenia,705
Pintar,Slovenia,705
Kos,Slovenia,705
Žnidar,Slovenia,705
Vuković,Montenegro,499
Popović,Montenegro,499
Jović,Montenegro,499
Radović,Montenegro,499
Vujović,Montenegro,499
Mitrović,Montenegro,499
Kovačević,Montenegro,499
Vasiljević,Montenegro,499
Janković,Montenegro,499
Rajković,Montenegro,499
Živanović,Montenegro,499
Stevanović,Montenegro,499
Milutinović,Montenegro,499
Vukadinović,Montenegro,499
Jelić,Montenegro,499
Ristić,Montenegro,499
Vujadinović,Montenegro,499
Krstić,Montenegro,499
Georgiou,Cyprus,196
Christodoulou,Cyprus,196
Kyriakou,Cyprus,196
Papadopoulos,Cyprus,196
Michaelides,Cyprus,196
Nicolaou,Cyprus,196
Christofi,Cyprus,196
Papadopoulou,Cyprus,196
Georgiadis,Cyprus,196
Kyriacou,Cyprus,196
Michaelidou,Cyprus,196
Nicolaides,Cyprus,196
Christoforou,Cyprus,196
Papadopoulo,Cyprus,196
Georgiades,Cyprus,196
Kyriakides,Cyprus,196
Georgiadou,Cyprus,196
Wagner,Luxembourg,442
Schmit,Luxembourg,442
Krier,Luxembourg,442
Weber,Luxembourg,442
Muller,Luxembourg,442
Reuter,Luxembourg,442
Thill,Luxembourg,442
Braun,Luxembourg,442
Kieffer,Luxembourg,442
Hansen,Luxembourg,442
Fabry,Luxembourg,442
Klein,Luxembourg,442
Stein,Luxembourg,442
Schneider,Luxembourg,442
Becker,Luxembourg,442
Faber,Luxembourg,442
Martin,Luxembourg,442
Kremer,Luxembourg,442
Schmitz,Luxembourg,442
Thommen,Luxembourg,442
Weydert,Luxembourg,442
Gilles,Luxembourg,442
Kirsch,Luxembourg,442
Roth,Luxembourg,442
Schwartz,Luxembourg,442
Kohn,Luxembourg,442
May,Luxembourg,442
Kopp,Luxembourg,442
Schlesser,Luxembourg,442
Thillmann,Luxembourg,442
Krein,Luxembourg,442
Schmitzberger,Luxembourg,442
Rehlinger,Luxembourg,442
Kunz,Luxembourg,442
Scholer,Luxembourg,442
Thom,Luxembourg,442
Joensen,Faroe Is.,234
Petersen,Faroe Is.,234
Andersen,Faroe Is.,234
Hansen,Faroe Is.,234
Jensen,Faroe Is.,234
Mikkelsen,Faroe Is.,234
Sørensen,Faroe Is.,234
Rasmussen,Faroe Is.,234
Christiansen,Faroe Is.,234
Nielsen,Faroe Is.,234
 Olsen,Faroe Is.,234
Danielsen,Faroe Is.,234
Thomsen,Faroe Is.,234
Jacobsen,Faroe Is.,234
Henriksen,Faroe Is.,234
Samuelsen,Faroe Is.,234
Matras,Faroe Is.,234
Davidsen,Faroe Is.,234
Simonsen,Faroe Is.,234
Hentze,Faroe Is.,234
Poulsen,Faroe Is.,234
Sivertsen,Faroe Is.,234
Egholm,Faroe Is.,234
Johannesen,Faroe Is.,234
Højgaard,Faroe Is.,234
Fríðriksson,Faroe Is.,234
Gestsson,Faroe Is.,234
Skaale,Faroe Is.,234
Gregersen,Faroe Is.,234
Havsteen,Faroe Is.,234
Iverson,Faroe Is.,234
Kallsberg,Faroe Is.,234
Kjølbro,Faroe Is.,234
Klein,Faroe Is.,234
Krogh,Faroe Is.,234
Larsen,Faroe Is.,234
Lorentzen,Faroe Is.,234
Magnussen,Faroe Is.,234
Mortensen,Faroe Is.,234
Møller,Faroe Is.,234
Nolsø,Faroe Is.,234
Næs,Faroe Is.,234
Olsen,Faroe Is.,234
Patursson,Faroe Is.,234
Pauli,Faroe Is.,234
Samuelsson,Faroe Is.,234
Casaubon,Andorra,20
Vilanova,Andorra,20
Farrera,Andorra,20
Calaf,Andorra,20
Riba,Andorra,20
Camps,Andorra,20
Forné,Andorra,20
Garcia,Andorra,20
Riera,Andorra,20
Pujol,Andorra,20
Ferrer,Andorra,20
Bosch,Andorra,20
Ribó,Andorra,20
Cerdà,Andorra,20
Fàbregas,Andorra,20
Grau,Andorra,20
Valls,Andorra,20
Folch,Andorra,20
Casañé,Andorra,20
Rovira,Andorra,20
Fuster,Andorra,20
Borràs,Andorra,20
Carreras,Andorra,20
Farré,Andorra,20
González,Andorra,20
Roca,Andorra,20
Forns,Andorra,20
Vidal,Andorra,20
Micallef,Malta,470
Vella,Malta,470
Borg,Malta,470
Schembri,Malta,470
Fenech,Malta,470
Zammit,Malta,470
Gauci,Malta,470
Cuschieri,Malta,470
Debono,Malta,470
Mamo,Malta,470
Bartolo,Malta,470
Cassar,Malta,470
Attard,Malta,470
Said,Malta,470
Abela,Malta,470
Ciantar,Malta,470
Farrugia,Malta,470
Bonnici,Malta,470
Agius,Malta,470
Spiteri,Malta,470
Calleja,Malta,470
Galea,Malta,470
Mifsud,Malta,470
Caruana,Malta,470
Bugeja,Malta,470
Tanti,Malta,470
Formosa,Malta,470
Mercieca,Malta,470
Pisani,Malta,470
Savona,Malta,470
Vassallo,Malta,470
De Marco,Malta,470
Buttigieg,Malta,470
Cordina,Malta,470
Grima,Malta,470
Xuereb,Malta,470
Falzon,Malta,470
Scerri,Malta,470
Azzopardi,Malta,470
Camilleri,Malta,470
Pace,Malta,470
Debattista,Malta,470
Büchel,Liechtenstein,438
Schädler,Liechtenstein,438
Kieber,Liechtenstein,438
Eberle,Liechtenstein,438
Ospelt,Liechtenstein,438
Risch,Liechtenstein,438
Frick,Liechtenstein,438
Hilti,Liechtenstein,438
Bürzle,Liechtenstein,438
Schlauri,Liechtenstein,438
Kranz,Liechtenstein,438
Ender,Liechtenstein,438
Scherrer,Liechtenstein,438
Brunner,Liechtenstein,438
Fauscher,Liechtenstein,438
Hilbe,Liechtenstein,438
Ritter,Liechtenstein,438
Schwizer,Liechtenstein,438
Koller,Liechtenstein,438
Egli,Liechtenstein,438
Schmid,Liechtenstein,438
Fleisch,Liechtenstein,438
Hörmann,Liechtenstein,438
Rüesch,Liechtenstein,438
Schlösser,Liechtenstein,438
Kaufmann,Liechtenstein,438
Eberhard,Liechtenstein,438
Schreiber,Liechtenstein,438
Fehr,Liechtenstein,438
Hilty,Liechtenstein,438
Röösli,Liechtenstein,438
Koch,Liechtenstein,438
Fischer,Liechtenstein,438
Höfler,Liechtenstein,438
Rüttimann,Liechtenstein,438
Le Page,Guernsey,831
Carey,Guernsey,831
Tostevin,Guernsey,831
Fallon,Guernsey,831
Le Maitre,Guernsey,831
Bisson,Guernsey,831
Le Prevost,Guernsey,831
Renouf,Guernsey,831
Le Gallez,Guernsey,831
De Garis,Guernsey,831
Le Cras,Guernsey,831
Tupper,Guernsey,831
Le Quesne,Guernsey,831
Brett,Guernsey,831
Le Feuvre,Guernsey,831
Gaudion,Guernsey,831
Le Brocq,Guernsey,831
Mourant,Guernsey,831
Le Ruez,Guernsey,831
Vardon,Guernsey,831
Le Pelley,Guernsey,831
Duquemin,Guernsey,831
Le Mesurier,Guernsey,831
Hamon,Guernsey,831
Le Normand,Guernsey,831
Le Gresley,Guernsey,831
Le Moignan,Guernsey,831
Le Ray,Guernsey,831
Le Sauvage,Guernsey,831
Le Tissier,Guernsey,831
Le Tocq,Guernsey,831
Leale,Guernsey,831
Lihou,Guernsey,831
Mahy,Guernsey,831
Marquand,Guernsey,831
Martel,Guernsey,831
Moullin,Guernsey,831
Nicolle,Guernsey,831
Ozard,Guernsey,831
Pouclée,Guernsey,831
Rihoy,Guernsey,831
Romeril,Guernsey,831
Simon,Guernsey,831
Stevens,Guernsey,831
Tardif,Guernsey,831
Vaudin,Guernsey,831
Rossi,San Marino,674
Bianchi,San Marino,674
Casali,San Marino,674
Mori,San Marino,674
Fabbri,San Marino,674
Righi,San Marino,674
Giuliani,San Marino,674
Berti,San Marino,674
Amici,San Marino,674
Mazzoni,San Marino,674
Parisi,San Marino,674
Rinaldi,San Marino,674
Benedetti,San Marino,674
Cesarini,San Marino,674
Giovannini,San Marino,674
Rosi,San Marino,674
Bacci,San Marino,674
Moretti,San Marino,674
Ceruti,San Marino,674
Ravaioli,San Marino,674
Baldini,San Marino,674
Castrillón,Gibraltar,292
García,Gibraltar,292
Hernandez,Gibraltar,292
Gonzalez,Gibraltar,292
Romano,Gibraltar,292
Pérez,Gibraltar,292
Sánchez,Gibraltar,292
Martínez,Gibraltar,292
Rodríguez,Gibraltar,292
López,Gibraltar,292
Díaz,Gibraltar,292
Gómez,Gibraltar,292
Jiménez,Gibraltar,292
Fernández,Gibraltar,292
Torres,Gibraltar,292
Santos,Gibraltar,292
Ramos,Gibraltar,292
Ortiz,Gibraltar,292
Márquez,Gibraltar,292
Álvarez,Gibraltar,292
Domingo,Gibraltar,292
Reyes,Gibraltar,292
Cruz,Gibraltar,292
Vargas,Gibraltar,292
León,Gibraltar,292
Morales,Gibraltar,292
Gutiérrez,Gibraltar,292
Núñez,Gibraltar,292
Blanco,Gibraltar,292
Ríos,Gibraltar,292
Silva,Gibraltar,292
Fuentes,Gibraltar,292
Cortés,Gibraltar,292
Vega,Gibraltar,292
Ojeda,Gibraltar,292
Pacheco,Gibraltar,292
Salgado,Gibraltar,292
Herrera,Gibraltar,292
Aguilar,Gibraltar,292
Mendoza,Gibraltar,292
Bernal,Gibraltar,292
Soto,Gibraltar,292
Rivera,Gibraltar,292
Gonzales,Gibraltar,292
Cano,Gibraltar,292
Vázquez,Gibraltar,292
Luna,Gibraltar,292
Escobar,Gibraltar,292
Flores,Gibraltar,292
Cárdenas,Gibraltar,292
Rojas,Gibraltar,292
Pineda,Gibraltar,292
Arias,Gibraltar,292
Grimaldi,Monaco,492
Pellegrino,Monaco,492
Bertolotti,Monaco,492
Vatrican,Monaco,492
Lefebvre,Monaco,492
Dujardin,Monaco,492
Roussel,Monaco,492
Pascal,Monaco,492
Girardi,Monaco,492
Biancheri,Monaco,492
Marquet,Monaco,492
Cottone,Monaco,492
Ferrand,Monaco,492
Riva,Monaco,492
Bailly,Monaco,492
Ducruet,Monaco,492
César,Monaco,492
Bouquet,Monaco,492
Lombardi,Monaco,492
Roustan,Monaco,492
Carrara,Monaco,492
Bordes,Monaco,492
Viale,Monaco,492
Pétronille,Monaco,492
Bourdet,Monaco,492
Rouquier,Monaco,492
Cagnoli,Monaco,492
Dagostino,Monaco,492
Bertin,Monaco,492
Lefort,Monaco,492
Césari,Monaco,492
Bouvier,Monaco,492
Carrère,Monaco,492
Bernini,Vatican City,336
Rossi,Vatican City,336
Bianchi,Vatican City,336
Ricci,Vatican City,336
De Luca,Vatican City,336
Esposito,Vatican City,336
Ferrari,Vatican City,336
Mancini,Vatican City,336
Marino,Vatican City,336
Moretti,Vatican City,336
Oliva,Vatican City,336
Pellegrino,Vatican City,336
Rizzo,Vatican City,336
Santoro,Vatican City,336
Tosti,Vatican City,336
Vitali,Vatican City,336
Zanetti,Vatican City,336
Amato,Vatican City,336
Bruno,Vatican City,336
Caselli,Vatican City,336
De Santis,Vatican City,336
Falcone,Vatican City,336
Gagliardi,Vatican City,336
Iorio,Vatican City,336
Lombardi,Vatican City,336
Maiorino,Vatican City,336
Neri,Vatican City,336
Orlando,Vatican City,336
Palmieri,Vatican City,336
Quagliarello,Vatican City,336
Ranieri,Vatican City,336
Sabatino,Vatican City,336
Taccone,Vatican City,336
Ursino,Vatican City,336
Vinci,Vatican City,336
Zito,Vatican City,336
Abate,Vatican City,336
Baglioni,Vatican City,336
Cappelli,Vatican City,336
D'Alessandro,Vatican City,336
Fantoni,Vatican City,336
Gallo,Vatican City,336
Iacovelli,Vatican City,336
Lippi,Vatican City,336
Manganiello,Vatican City,336
Nobili,Vatican City,336
Olivieri,Vatican City,336
Pasquini,Vatican City,336
Quaranta,Vatican City,336
Ruggiero,Vatican City,336
Sala,Vatican City,336
Torri,Vatican City,336
