firstnames,country,ISO numeric
Gražina,Lithuania,440
Romualdas,Lithuania,440
Vladas,Lithuania,440
Antanas,Lithuania,440
Gytis,Lithuania,440
Rūta,Lithuania,440
Vladimiras,Lithuania,440
Arunas,Lithuania,440
Ieva,Lithuania,440
Salomėja,Lithuania,440
Živilė,Lithuania,440
Asta,Lithuania,440
Ignas,Lithuania,440
Saulius,Lithuania,440
Žydrūnas,Lithuania,440
Audrius,Lithuania,440
Inga,Lithuania,440
Simonas,Lithuania,440
Žaneta,Lithuania,440
Aurelija,Lithuania,440
Irena,Lithuania,440
Solveiga,Lithuania,440
Žygimantas,Lithuania,440
Aurora,Lithuania,440
Iveta,Lithuania,440
Stasys,Lithuania,440
Ainars,Latvia,428
Līva,Latvia,428
Mārtiņš,Latvia,428
Elizabete,Latvia,428
Jānis,Latvia,428
Linda,Latvia,428
Rihards,Latvia,428
Inga,Latvia,428
Kaspars,Latvia,428
Dina,Latvia,428
Andris,Latvia,428
Lāsma,Latvia,428
Edgars,Latvia,428
Sandra,Latvia,428
Gints,Latvia,428
Baiba,Latvia,428
Māris,Latvia,428
Aija,Latvia,428
Juris,Latvia,428
Inese,Latvia,428
Viktors,Latvia,428
Aivars,Latvia,428
Liene,Latvia,428
Ralfs,Latvia,428
Ilze,Latvia,428
Krišjānis,Latvia,428
Dagnija,Latvia,428
Andžela,Latvia,428
Jolanta,Latvia,428
Gundars,Latvia,428
Sarmite,Latvia,428
Edīte,Latvia,428
Aldis,Latvia,428
Līga,Latvia,428
Rūdolfs,Latvia,428
Ināra,Latvia,428
Kārlis,Latvia,428
Aina,Latvia,428
Jāzeps,Latvia,428
Laila,Latvia,428
Vladimirs,Latvia,428
Agnese,Latvia,428
Jurijs,Latvia,428
Guntars,Latvia,428
Solveiga,Latvia,428
Edvīns,Latvia,428
Aldona,Latvia,428
Raimonds,Latvia,428
Ieva,Latvia,428
Astra,Latvia,428
Līna,Latvia,428
Aivita,Latvia,428
Sarmīte,Latvia,428
Ivan,Croatia,191
Ana,Croatia,191
Luka,Croatia,191
Maja,Croatia,191
Marko,Croatia,191
Nina,Croatia,191
Tomislav,Croatia,191
Ivana,Croatia,191
Matej,Croatia,191
Katarina,Croatia,191
Dino,Croatia,191
Sandra,Croatia,191
Ante,Croatia,191
Jelena,Croatia,191
Goran,Croatia,191
Tina,Croatia,191
Vedran,Croatia,191
Andrea,Croatia,191
Darko,Croatia,191
Ivona,Croatia,191
Krešimir,Croatia,191
Nikolina,Croatia,191
Bojan,Croatia,191
Valentina,Croatia,191
Dario,Croatia,191
Lana,Croatia,191
Robert,Croatia,191
Ines,Croatia,191
Dora,Croatia,191
Ivo,Croatia,191
Ema,Croatia,191
Gordana,Croatia,191
Marin,Croatia,191
Nikola,Croatia,191
Vlado,Croatia,191
Sanja,Croatia,191
Marta,Croatia,191
Duje,Croatia,191
Jadranka,Croatia,191
Antonio,Croatia,191
Suzana,Croatia,191
Tihana,Croatia,191
Vedrana,Croatia,191
Danko,Croatia,191
Natalija,Croatia,191
Krunoslav,Croatia,191
Amina,Bosnia and Herzegovina,70
Ivan,Bosnia and Herzegovina,70
Lejla,Bosnia and Herzegovina,70
Dario,Bosnia and Herzegovina,70
Nina,Bosnia and Herzegovina,70
Adnan,Bosnia and Herzegovina,70
Emina,Bosnia and Herzegovina,70
Boris,Bosnia and Herzegovina,70
Sanela,Bosnia and Herzegovina,70
Mario,Bosnia and Herzegovina,70
Ajla,Bosnia and Herzegovina,70
Dragan,Bosnia and Herzegovina,70
Ivana,Bosnia and Herzegovina,70
Dženan,Bosnia and Herzegovina,70
Luka,Bosnia and Herzegovina,70
Maja,Bosnia and Herzegovina,70
Tarik,Bosnia and Herzegovina,70
Nikola,Bosnia and Herzegovina,70
Sandra,Bosnia and Herzegovina,70
Džemal,Bosnia and Herzegovina,70
Ivona,Bosnia and Herzegovina,70
Bojan,Bosnia and Herzegovina,70
Elmedina,Bosnia and Herzegovina,70
Vedran,Bosnia and Herzegovina,70
Jasmina,Bosnia and Herzegovina,70
Dražen,Bosnia and Herzegovina,70
Nermina,Bosnia and Herzegovina,70
Igor,Bosnia and Herzegovina,70
Svetlana,Bosnia and Herzegovina,70
Alen,Bosnia and Herzegovina,70
Ena,Bosnia and Herzegovina,70
Davor,Bosnia and Herzegovina,70
Larisa,Bosnia and Herzegovina,70
Nadja,Bosnia and Herzegovina,70
Džemila,Bosnia and Herzegovina,70
Vlado,Bosnia and Herzegovina,70
Mirela,Bosnia and Herzegovina,70
Draženko,Bosnia and Herzegovina,70
Božo,Bosnia and Herzegovina,70
Nikolina,Bosnia and Herzegovina,70
Jelena,Bosnia and Herzegovina,70
Ivica,Bosnia and Herzegovina,70
Dominik,Slovakia,703
Katarina,Slovakia,703
Lukas,Slovakia,703
Eva,Slovakia,703
Matej,Slovakia,703
Natalia,Slovakia,703
Filip,Slovakia,703
Lucia,Slovakia,703
Jakub,Slovakia,703
Simona,Slovakia,703
Oliver,Slovakia,703
Petra,Slovakia,703
Adam,Slovakia,703
Tereza,Slovakia,703
Michal,Slovakia,703
Kamila,Slovakia,703
Roman,Slovakia,703
Sandra,Slovakia,703
Martin,Slovakia,703
Veronika,Slovakia,703
Juraj,Slovakia,703
Daniela,Slovakia,703
Peter,Slovakia,703
Monika,Slovakia,703
Frantisek,Slovakia,703
Jana,Slovakia,703
Marek,Slovakia,703
Beata,Slovakia,703
Tomas,Slovakia,703
Alena,Slovakia,703
Rastislav,Slovakia,703
Vladimir,Slovakia,703
Zuzana,Slovakia,703
Ivan,Slovakia,703
Lenka,Slovakia,703
Ladislav,Slovakia,703
Gabriela,Slovakia,703
Jozef,Slovakia,703
Michaela,Slovakia,703
Patrik,Slovakia,703
Nikola,Slovakia,703
Erik,Slovakia,703
Klaudia,Slovakia,703
Ondrej,Slovakia,703
Andrea,Slovakia,703
Denis,Slovakia,703
Valeria,Slovakia,703
Miroslav,Slovakia,703
Iveta,Slovakia,703
Dalibor,Slovakia,703
Petronela,Slovakia,703
Stanislav,Slovakia,703
Kaspar,Estonia,233
Evelin,Estonia,233
Rasmus,Estonia,233
 Getter,Estonia,233
Mart,Estonia,233
Kertu,Estonia,233
Jaan,Estonia,233
Liisa,Estonia,233
Andres,Estonia,233
Kadri,Estonia,233
Erik,Estonia,233
Kristina,Estonia,233
Tauno,Estonia,233
Merili,Estonia,233
Rene,Estonia,233
Kai,Estonia,233
Eva,Estonia,233
Juri,Estonia,233
Kaja,Estonia,233
Marten,Estonia,233
Rein,Estonia,233
Katre,Estonia,233
Aivar,Estonia,233
Liina,Estonia,233
Margus,Estonia,233
Kerli,Estonia,233
Raul,Estonia,233
Eliise,Estonia,233
Karl,Estonia,233
Kadri-Liis,Estonia,233
Janno,Estonia,233
Ester,Estonia,233
Kaur,Estonia,233
Renate,Estonia,233
Kalle,Estonia,233
Eike,Estonia,233
Kaisa,Estonia,233
Andrus,Estonia,233
Kristiina,Estonia,233
Taavi,Estonia,233
Merike,Estonia,233
Risto,Estonia,233
Kaiu,Estonia,233
Evelyn,Estonia,233
Jurijs,Estonia,233
Karin,Estonia,233
Reijo,Estonia,233
Kati,Estonia,233
Aivo,Estonia,233
Liisa-Maria,Estonia,233
Margit,Estonia,233
Kerliin,Estonia,233
Ralf,Estonia,233
Eili,Estonia,233
Karl-Martin,Estonia,233
Kadriann,Estonia,233
Jaanus,Estonia,233
Ester-Liis,Estonia,233
Kauri,Estonia,233
Renatee,Estonia,233
Sander,Netherlands,528
Lisanne,Netherlands,528
Stijn,Netherlands,528
Femke,Netherlands,528
Ruben,Netherlands,528
Tessa,Netherlands,528
Lars,Netherlands,528
Sanne,Netherlands,528
Thijs,Netherlands,528
Eva,Netherlands,528
Joris,Netherlands,528
Lotte,Netherlands,528
Daan,Netherlands,528
Maud,Netherlands,528
Rutger,Netherlands,528
Jasmijn,Netherlands,528
Bram,Netherlands,528
Lynn,Netherlands,528
Stefan,Netherlands,528
Fleur,Netherlands,528
Gijs,Netherlands,528
Saskia,Netherlands,528
Jelle,Netherlands,528
Nina,Netherlands,528
Tijn,Netherlands,528
Liesbeth,Netherlands,528
Quinten,Netherlands,528
Marit,Netherlands,528
Sjoerd,Netherlands,528
Eline,Netherlands,528
Jordy,Netherlands,528
Luna,Netherlands,528
Roderick,Netherlands,528
Tess,Netherlands,528
Laurens,Netherlands,528
Fenna,Netherlands,528
Sten,Netherlands,528
Jolien,Netherlands,528
Diederik,Netherlands,528
Maike,Netherlands,528
Rens,Netherlands,528
Lisan,Netherlands,528
Thom,Netherlands,528
Esmee,Netherlands,528
Jasper,Netherlands,528
Lonneke,Netherlands,528
Sven,Netherlands,528
Nicky,Netherlands,528
Finn,Netherlands,528
Laurien,Netherlands,528
Gianni,Netherlands,528
Sacha,Netherlands,528
Jip,Netherlands,528
Marlou,Netherlands,528
Evelien,Netherlands,528
Lukas,Switzerland,756
Sarah,Switzerland,756
Nicolas,Switzerland,756
Lara,Switzerland,756
Fabian,Switzerland,756
Melanie,Switzerland,756
Raphael,Switzerland,756
Julia,Switzerland,756
Michael,Switzerland,756
Nadine,Switzerland,756
Simon,Switzerland,756
Corinne,Switzerland,756
Matthias,Switzerland,756
Stefanie,Switzerland,756
Patrick,Switzerland,756
Christina,Switzerland,756
Markus,Switzerland,756
Yvonne,Switzerland,756
Thomas,Switzerland,756
Barbara,Switzerland,756
Benjamin,Switzerland,756
Marina,Switzerland,756
Florian,Switzerland,756
Katja,Switzerland,756
David,Switzerland,756
Sandra,Switzerland,756
Sebastian,Switzerland,756
Viviane,Switzerland,756
Oliver,Switzerland,756
Ruth,Switzerland,756
Philippe,Switzerland,756
Ursula,Switzerland,756
Martin,Switzerland,756
Gabriela,Switzerland,756
Christian,Switzerland,756
Monika,Switzerland,756
Andreas,Switzerland,756
Petra,Switzerland,756
Daniel,Switzerland,756
Regina,Switzerland,756
Stephan,Switzerland,756
Beatrix,Switzerland,756
Peter,Switzerland,756
Silvia,Switzerland,756
Alexander,Switzerland,756
Veronica,Switzerland,756
Marc,Switzerland,756
Claudia,Switzerland,756
Laurent,Switzerland,756
Michelle,Switzerland,756
Hans,Switzerland,756
Caroline,Switzerland,756
Franz,Switzerland,756
Evelyn,Switzerland,756
Roger,Switzerland,756
Helene,Switzerland,756
Vlad,Moldova,498
Ana,Moldova,498
Ion,Moldova,498
Ecaterina,Moldova,498
Vasile,Moldova,498
Natalia,Moldova,498
Dumitru,Moldova,498
Larisa,Moldova,498
Mihai,Moldova,498
Alina,Moldova,498
Gheorghe,Moldova,498
Viorica,Moldova,498
Alexandru,Moldova,498
Iulia,Moldova,498
Victor,Moldova,498
Marina,Moldova,498
Andrei,Moldova,498
Raisa,Moldova,498
Sergiu,Moldova,498
Nicolae,Moldova,498
Elena,Moldova,498
Vitalie,Moldova,498
Ludmila,Moldova,498
Mihail,Moldova,498
Adriana,Moldova,498
Ghenadie,Moldova,498
Oxana,Moldova,498
Vladimir,Moldova,498
Tatiana,Moldova,498
Dmitri,Moldova,498
Lilia,Moldova,498
Alexei,Moldova,498
Nadejda,Moldova,498
Vasili,Moldova,498
Irina,Moldova,498
Gavril,Moldova,498
Svetlana,Moldova,498
Ionel,Moldova,498
Eugenia,Moldova,498
Vitali,Moldova,498
Mikhail,Moldova,498
Anastasia,Moldova,498
Gheorghii,Moldova,498
Rada,Moldova,498
Serghei,Moldova,498
Nicolai,Moldova,498
Evghenia,Moldova,498
Vladislav,Moldova,498
Taisia,Moldova,498
Liuba,Moldova,498
Lena,Belgium,56
Matthias,Belgium,56
Eva,Belgium,56
Kilian,Belgium,56
Lukas,Belgium,56
Aurélie,Belgium,56
Cédric,Belgium,56
Luna,Belgium,56
Bram,Belgium,56
Anaïs,Belgium,56
Stijn,Belgium,56
Fleur,Belgium,56
Gilles,Belgium,56
Liesbeth,Belgium,56
Koen,Belgium,56
Hannelore,Belgium,56
Sander,Belgium,56
Lore,Belgium,56
Jens,Belgium,56
Ines,Belgium,56
Tim,Belgium,56
Elke,Belgium,56
Wouter,Belgium,56
Nina,Belgium,56
Bert,Belgium,56
Lotte,Belgium,56
Raf,Belgium,56
Hilde,Belgium,56
Joris,Belgium,56
Elien,Belgium,56
Stef,Belgium,56
Lynn,Belgium,56
Griet,Belgium,56
Karel,Belgium,56
Fanny,Belgium,56
Sven,Belgium,56
Liesa,Belgium,56
Hans,Belgium,56
Nathalie,Belgium,56
Brecht,Belgium,56
Liesl,Belgium,56
Johan,Belgium,56
Evi,Belgium,56
Thierry,Belgium,56
Lize,Belgium,56
Rudi,Belgium,56
Hedwig,Belgium,56
Jasper,Belgium,56
Els,Belgium,56
Stefan,Belgium,56
Loreto,Belgium,56
Gert,Belgium,56
Nadia,Belgium,56
Wim,Belgium,56
Lieve,Belgium,56
Robby,Belgium,56
Hilda,Belgium,56
Jelle,Belgium,56
Erika,Belgium,56
Siegfried,Belgium,56
Hugo,Belgium,56
Nancy,Belgium,56
Bart,Belgium,56
Lies,Belgium,56
Era,Albania,8
Fatbardh,Albania,8
Ermira,Albania,8
Gjergji,Albania,8
Eliana,Albania,8
Albana,Albania,8
Kreshnik,Albania,8
Eldina,Albania,8
Fatmir,Albania,8
Erla,Albania,8
Gent,Albania,8
Evis,Albania,8
Alket,Albania,8
Earta,Albania,8
Gjon,Albania,8
Elena,Albania,8
Fatjon,Albania,8
Eldon,Albania,8
Gjelosh,Albania,8
Ermal,Albania,8
Alfred,Albania,8
Evi,Albania,8
Eli,Albania,8
Fatbardha,Albania,8
Gjergj,Albania,8
Albion,Albania,8
Ana,Macedonia,807
Darko,Macedonia,807
Jovana,Macedonia,807
Stojan,Macedonia,807
Katerina,Macedonia,807
Vlatko,Macedonia,807
Milica,Macedonia,807
Bojan,Macedonia,807
Sanja,Macedonia,807
Goran,Macedonia,807
Tamara,Macedonia,807
Dejan,Macedonia,807
Jelena,Macedonia,807
Zoran,Macedonia,807
Vesna,Macedonia,807
Ivana,Macedonia,807
Slavko,Macedonia,807
Dragana,Macedonia,807
Marko,Macedonia,807
Snežana,Macedonia,807
Riste,Macedonia,807
Tanja,Macedonia,807
Venko,Macedonia,807
Milan,Macedonia,807
Jasmina,Macedonia,807
Zlatko,Macedonia,807
Ksenija,Macedonia,807
Blagoj,Macedonia,807
Olga,Macedonia,807
Gjorgji,Macedonia,807
Violeta,Macedonia,807
Ljupco,Macedonia,807
Elizabeta,Macedonia,807
Krste,Macedonia,807
Desanka,Macedonia,807
Risto,Macedonia,807
Anastasija,Macedonia,807
Vasil,Macedonia,807
Sofija,Macedonia,807
Zdravko,Macedonia,807
Jana,Macedonia,807
Gjoko,Macedonia,807
Marika,Macedonia,807
Stevan,Macedonia,807
Valentina,Macedonia,807
Lazo,Macedonia,807
Evica,Macedonia,807
Rajko,Macedonia,807
Danica,Macedonia,807
Vlado,Macedonia,807
Slavica,Macedonia,807
Mitko,Macedonia,807
Katica,Macedonia,807
Zvonko,Macedonia,807
Jelisaveta,Macedonia,807
Krsto,Macedonia,807
Dragoljub,Macedonia,807
Luka,Slovenia,705
Eva,Slovenia,705
Matej,Slovenia,705
Nika,Slovenia,705
Tina,Slovenia,705
Jaka,Slovenia,705
Lara,Slovenia,705
Žan,Slovenia,705
Nejc,Slovenia,705
Kaja,Slovenia,705
Tadej,Slovenia,705
Ula,Slovenia,705
Rok,Slovenia,705
Sara,Slovenia,705
Jan,Slovenia,705
Iva,Slovenia,705
Aleš,Slovenia,705
Tjaša,Slovenia,705
Vid,Slovenia,705
Maja,Slovenia,705
Domen,Slovenia,705
Enej,Slovenia,705
Katarina,Slovenia,705
Jernej,Slovenia,705
Lena,Slovenia,705
Gašper,Slovenia,705
Nina,Slovenia,705
Tilen,Slovenia,705
Klemen,Slovenia,705
Živa,Slovenia,705
Blaž,Slovenia,705
Urša,Slovenia,705
Nal,Slovenia,705
Tjaš,Slovenia,705
Vesna,Slovenia,705
Žiga,Slovenia,705
Milica,Montenegro,499
Vasilije,Montenegro,499
Jelena,Montenegro,499
Marko,Montenegro,499
Ana,Montenegro,499
Dragan,Montenegro,499
Luka,Montenegro,499
Nikola,Montenegro,499
Jovana,Montenegro,499
Vladan,Montenegro,499
Katarina,Montenegro,499
Bojan,Montenegro,499
Sofija,Montenegro,499
Milan,Montenegro,499
Tamara,Montenegro,499
Stefan,Montenegro,499
Sanja,Montenegro,499
Risto,Montenegro,499
Jasmina,Montenegro,499
Zoran,Montenegro,499
Vesna,Montenegro,499
Dejan,Montenegro,499
Slavka,Montenegro,499
Goran,Montenegro,499
Milena,Montenegro,499
Darko,Montenegro,499
Vojislav,Montenegro,499
Danijela,Montenegro,499
Rajko,Montenegro,499
Jelisaveta,Montenegro,499
Veljko,Montenegro,499
Dragana,Montenegro,499
Zdravko,Montenegro,499
Veselin,Montenegro,499
Olga,Montenegro,499
Sreten,Montenegro,499
Jasna,Montenegro,499
Vladimir,Montenegro,499
Slavoljub,Montenegro,499
Milutin,Montenegro,499
Ratko,Montenegro,499
Vasilisa,Montenegro,499
Dragomir,Montenegro,499
Tanja,Montenegro,499
Zeljko,Montenegro,499
Olivera,Montenegro,499
Radoslav,Montenegro,499
Andreas,Cyprus,196
Georgia,Cyprus,196
Christos,Cyprus,196
Marina,Cyprus,196
Panayiota,Cyprus,196
Kyriakos,Cyprus,196
Eleni,Cyprus,196
Giorgos,Cyprus,196
Despina,Cyprus,196
Stavros,Cyprus,196
Roula,Cyprus,196
Michalis,Cyprus,196
Evangelia,Cyprus,196
Antonis,Cyprus,196
Christina,Cyprus,196
Kostas,Cyprus,196
Anna,Cyprus,196
Giannis,Cyprus,196
Elpida,Cyprus,196
Stelios,Cyprus,196
Maria,Cyprus,196
Panagiotis,Cyprus,196
Andri,Cyprus,196
Efi,Cyprus,196
Charalambos,Cyprus,196
Rena,Cyprus,196
Vasilis,Cyprus,196
Evgenia,Cyprus,196
Kyriacos,Cyprus,196
Despoula,Cyprus,196
Stavroula,Cyprus,196
Michalakis,Cyprus,196
Evangelos,Cyprus,196
Antonia,Cyprus,196
Christakis,Cyprus,196
Katerina,Cyprus,196
Giorgiou,Cyprus,196
Elpidoforos,Cyprus,196
Stylianos,Cyprus,196
Marinou,Cyprus,196
Panayiotou,Cyprus,196
Andriani,Cyprus,196
Efthymia,Cyprus,196
Charalampos,Cyprus,196
Renos,Cyprus,196
Vasilakis,Cyprus,196
Evgeniou,Cyprus,196
Kyriakou,Cyprus,196
Stavrou,Cyprus,196
Michail,Cyprus,196
Evangelinou,Cyprus,196
Antonakis,Cyprus,196
Christiana,Cyprus,196
Kostaki,Cyprus,196
Anna-Maria,Cyprus,196
Gianni,Cyprus,196
Elpidoforou,Cyprus,196
Panayiotis,Cyprus,196
Efthymios,Cyprus,196
Luc,Luxembourg,442
Emma,Luxembourg,442
Gabriel,Luxembourg,442
Léa,Luxembourg,442
Max,Luxembourg,442
Charlotte,Luxembourg,442
Olivier,Luxembourg,442
Anaïs,Luxembourg,442
Théo,Luxembourg,442
Lena,Luxembourg,442
Ben,Luxembourg,442
Sarah,Luxembourg,442
Alexandre,Luxembourg,442
Julie,Luxembourg,442
Tim,Luxembourg,442
Laura,Luxembourg,442
Matthieu,Luxembourg,442
Clara,Luxembourg,442
Vincent,Luxembourg,442
Marie,Luxembourg,442
Jérôme,Luxembourg,442
Camille,Luxembourg,442
Raphaël,Luxembourg,442
Émilie,Luxembourg,442
François,Luxembourg,442
Alice,Luxembourg,442
Christophe,Luxembourg,442
Stéphanie,Luxembourg,442
Laurent,Luxembourg,442
Jessica,Luxembourg,442
Guillaume,Luxembourg,442
Caroline,Luxembourg,442
Philippe,Luxembourg,442
Sophie,Luxembourg,442
Marc,Luxembourg,442
Valérie,Luxembourg,442
Yann,Luxembourg,442
Céline,Luxembourg,442
Nicolas,Luxembourg,442
Isabelle,Luxembourg,442
Michel,Luxembourg,442
Delphine,Luxembourg,442
Pierre,Luxembourg,442
Christine,Luxembourg,442
Jean,Luxembourg,442
Nathalie,Luxembourg,442
Thomas,Luxembourg,442
Sandrine,Luxembourg,442
Étienne,Luxembourg,442
Véronique,Luxembourg,442
Rémi,Luxembourg,442
Laetitia,Luxembourg,442
David,Luxembourg,442
Mélanie,Luxembourg,442
Franck,Luxembourg,442
Corinne,Luxembourg,442
Andrias,Faroe Is.,234
Jóhannes,Faroe Is.,234
Gudrun,Faroe Is.,234
Hjálmar,Faroe Is.,234
Ragnhild,Faroe Is.,234
Elin,Faroe Is.,234
Jákup,Faroe Is.,234
Bárður,Faroe Is.,234
Hanna,Faroe Is.,234
Sverri,Faroe Is.,234
Gunnhild,Faroe Is.,234
Jógvan,Faroe Is.,234
Tóra,Faroe Is.,234
Einar,Faroe Is.,234
Ragnheið,Faroe Is.,234
Kirstin,Faroe Is.,234
Heðin,Faroe Is.,234
Jón,Faroe Is.,234
Sólgerð,Faroe Is.,234
Bjarni,Faroe Is.,234
Gudmund,Faroe Is.,234
Hjört,Faroe Is.,234
Eirikur,Faroe Is.,234
Rói,Faroe Is.,234
Jóannes,Faroe Is.,234
Gudrún,Faroe Is.,234
Høgni,Faroe Is.,234
Svala,Faroe Is.,234
Jóhann,Faroe Is.,234
Gunnar,Faroe Is.,234
Aina,Andorra,20
Pere,Andorra,20
Meritxell,Andorra,20
Xavier,Andorra,20
Adrià,Andorra,20
Núria,Andorra,20
Marc,Andorra,20
Laia,Andorra,20
Bernat,Andorra,20
Eva,Andorra,20
Sergi,Andorra,20
Juli,Andorra,20
Pol,Andorra,20
Irina,Andorra,20
Mònica,Andorra,20
Guillem,Andorra,20
Sílvia,Andorra,20
Joan,Andorra,20
Ariadna,Andorra,20
Lluís,Andorra,20
Cristina,Andorra,20
Eloi,Andorra,20
Narcís,Andorra,20
Gemma,Andorra,20
Ramon,Andorra,20
Mireia,Andorra,20
Pau,Andorra,20
Sandra,Andorra,20
Hèctor,Andorra,20
Ester,Andorra,20
Xavi,Andorra,20
Jordi,Andorra,20
Eulàlia,Andorra,20
Pilar,Andorra,20
Cèsar,Andorra,20
Luke,Malta,470
Emma,Malta,470
Matthew,Malta,470
Sarah,Malta,470
Michael,Malta,470
Jessica,Malta,470
Andrew,Malta,470
Nicole,Malta,470
Joseph,Malta,470
Rachel,Malta,470
John,Malta,470
Hannah,Malta,470
Mark,Malta,470
Claire,Malta,470
Christopher,Malta,470
Rebecca,Malta,470
James,Malta,470
Catherine,Malta,470
Thomas,Malta,470
Lauren,Malta,470
Benjamin,Malta,470
Abigail,Malta,470
Daniel,Malta,470
Samantha,Malta,470
Alexander,Malta,470
Olivia,Malta,470
Gabriel,Malta,470
Ava,Malta,470
Elijah,Malta,470
Lily,Malta,470
William,Malta,470
Isabella,Malta,470
Noah,Malta,470
Sophia,Malta,470
Ethan,Malta,470
Mia,Malta,470
Lucas,Malta,470
Charlotte,Malta,470
Oliver,Malta,470
Amelia,Malta,470
Ben,Malta,470
Harriet,Malta,470
Julian,Malta,470
Phoebe,Malta,470
Ryan,Malta,470
Paige,Malta,470
Leonard,Malta,470
Felicity,Malta,470
Cameron,Malta,470
Gemma,Malta,470
Nathan,Malta,470
Tessa,Malta,470
Liam,Malta,470
Evie,Malta,470
Connor,Malta,470
Daisy,Malta,470
Aidan,Malta,470
Gracie,Malta,470
Aurélia,Liechtenstein,438
Lukas,Liechtenstein,438
Nadja,Liechtenstein,438
Fabian,Liechtenstein,438
Larissa,Liechtenstein,438
Marcel,Liechtenstein,438
Sandra,Liechtenstein,438
Andreas,Liechtenstein,438
Rebecca,Liechtenstein,438
Florian,Liechtenstein,438
Melanie,Liechtenstein,438
Pascal,Liechtenstein,438
Simone,Liechtenstein,438
Dominik,Liechtenstein,438
Nina,Liechtenstein,438
Michael,Liechtenstein,438
Lara,Liechtenstein,438
Stefan,Liechtenstein,438
Katja,Liechtenstein,438
Raphael,Liechtenstein,438
Julia,Liechtenstein,438
Markus,Liechtenstein,438
Tina,Liechtenstein,438
Christian,Liechtenstein,438
Sven,Liechtenstein,438
Laura,Liechtenstein,438
Alexander,Liechtenstein,438
Nicole,Liechtenstein,438
Philipp,Liechtenstein,438
Sarah,Liechtenstein,438
Martin,Liechtenstein,438
Daniela,Liechtenstein,438
Oliver,Liechtenstein,438
Jasmin,Liechtenstein,438
Thomas,Liechtenstein,438
Corinne,Liechtenstein,438
Benjamin,Liechtenstein,438
Nathalie,Liechtenstein,438
Matthias,Liechtenstein,438
Vanessa,Liechtenstein,438
Hanspeter,Liechtenstein,438
Eva,Liechtenstein,438
Peter,Liechtenstein,438
Monika,Liechtenstein,438
Reto,Liechtenstein,438
Sylvia,Liechtenstein,438
Urs,Liechtenstein,438
Barbara,Liechtenstein,438
Adrian,Liechtenstein,438
Cornelia,Liechtenstein,438
Lorenz,Liechtenstein,438
Heidi,Liechtenstein,438
Marcello,Liechtenstein,438
Ruth,Liechtenstein,438
Flurin,Liechtenstein,438
Ursula,Liechtenstein,438
Andrin,Liechtenstein,438
Gabriela,Liechtenstein,438
Yvonne,Liechtenstein,438
Oliver,Guernsey,831
Emily,Guernsey,831
Lily,Guernsey,831
Thomas,Guernsey,831
Isabella,Guernsey,831
James,Guernsey,831
Sophie,Guernsey,831
Benjamin,Guernsey,831
Charlotte,Guernsey,831
Alexander,Guernsey,831
Amelia,Guernsey,831
Ethan,Guernsey,831
Harriet,Guernsey,831
Lucas,Guernsey,831
Evelyn,Guernsey,831
William,Guernsey,831
Abigail,Guernsey,831
Noah,Guernsey,831
Ava,Guernsey,831
Jessica,Guernsey,831
Gabriel,Guernsey,831
Mia,Guernsey,831
Michael,Guernsey,831
Isabelle,Guernsey,831
Daniel,Guernsey,831
Samuel,Guernsey,831
Evie,Guernsey,831
Henry,Guernsey,831
Florence,Guernsey,831
Theodore,Guernsey,831
Poppy,Guernsey,831
Finn,Guernsey,831
Daisy,Guernsey,831
Ralph,Guernsey,831
Gracie,Guernsey,831
Edward,Guernsey,831
Hannah,Guernsey,831
Olivia,Guernsey,831
Sebastian,Guernsey,831
Phoebe,Guernsey,831
Julian,Guernsey,831
Ruby,Guernsey,831
Leonard,Guernsey,831
Ivy,Guernsey,831
Cecil,Guernsey,831
Violet,Guernsey,831
Godfrey,Guernsey,831
Penny,Guernsey,831
Roderick,Guernsey,831
Maisie,Guernsey,831
Tristan,Guernsey,831
Lola,Guernsey,831
Silas,Guernsey,831
Clementine,Guernsey,831
Hugo,Guernsey,831
Beatrix,Guernsey,831
Gilbert,Guernsey,831
Ophelia,Guernsey,831
Alessandro,San Marino,674
Giulia,San Marino,674
Federico,San Marino,674
Elisa,San Marino,674
Lorenzo,San Marino,674
Chiara,San Marino,674
Matteo,San Marino,674
Alessia,San Marino,674
Gabriele,San Marino,674
Francesca,San Marino,674
Andrea,San Marino,674
Giada,San Marino,674
Riccardo,San Marino,674
Valentina,San Marino,674
Tommaso,San Marino,674
Sofia,San Marino,674
Luca,San Marino,674
Martina,San Marino,674
Marco,San Marino,674
Giorgia,San Marino,674
Stefano,San Marino,674
Cristina,San Marino,674
Davide,San Marino,674
Luisa,San Marino,674
Emanuele,San Marino,674
Beatrice,San Marino,674
Giovanni,San Marino,674
Aurora,San Marino,674
Leonardo,San Marino,674
Giuliana,San Marino,674
Massimo,San Marino,674
Silvia,San Marino,674
Paolo,San Marino,674
Roberta,San Marino,674
Francesco,San Marino,674
Giulietta,San Marino,674
Simone,San Marino,674
Elena,San Marino,674
Alessio,San Marino,674
Laura,San Marino,674
Raffaele,San Marino,674
Cinzia,San Marino,674
Gianluca,San Marino,674
Monica,San Marino,674
Luigi,San Marino,674
Sara,San Marino,674
Valeria,San Marino,674
Aidan,Gibraltar,292
Emily,Gibraltar,292
Liam,Gibraltar,292
Ava,Gibraltar,292
Oliver,Gibraltar,292
Isabella,Gibraltar,292
Benjamin,Gibraltar,292
